id,name, facebook, twitter, website, genre, mtv
563, Hal Ketchum ,,,,Country,http://www.cmt.com/artists/hal-ketchum/biography
564, J-Pimp ,,,http://www.ThaPimpOfThaSouth.20m.com,Hip-Hop/Rap,http://www.mtv.com/artists/j-pimp/biography
565, Jodeci ,http://www.facebook.com/542742822435898,http://www.twitter.com/jodecimusic,,R&B/Soul,http://www.mtv.com/artists/jodeci/biography
566, Johnny Gill ,http://www.facebook.com/276963964093,http://www.twitter.com/realjohnnygill,,R&B/Soul,http://www.mtv.com/artists/johnny-gill/biography
567, Kelly Price ,http://www.facebook.com/221178262212,http://www.twitter.com/kellyprice4real,http://www.kellyprice.net/,R&B/Soul,http://www.mtv.com/artists/kelly-price/biography
568, Kid Cudi ,http://www.facebook.com/90352253585,http://www.twitter.com/kidcudi,,Hip-Hop/Rap,http://www.mtv.com/artists/kid-cudi/biography
569, Larry LaRiviere ,,,,,http://www.mtv.com/artists/larry-lariviere/biography
570, LMFAO ,http://www.facebook.com/19855571496,http://www.twitter.com/lmfao,,R&B,http://www.mtv.com/artists/lmfao/biography
571, Lucy Hale ,http://www.facebook.com/410828918985858,http://www.twitter.com/lucyhale,http://lucyhale.com,Contemporary Country,http://www.cmt.com/artists/lucy-hale/biography
572, Meghan Linsey ,http://www.facebook.com/meghanlinseymusic,http://www.twitter.com/meghanlinsey,http://meghanlinsey.com,Country,http://www.cmt.com/artists/meghan-linsey/biography
573, Miguel ,http://www.facebook.com/44055499074,http://www.twitter.com/miguelunlimited,http://www.officialmiguel.com,R&B/Soul,http://www.mtv.com/artists/miguel/biography
574, Ne-Yo ,http://www.facebook.com/14866607011,http://www.twitter.com/neyocompound,http://www.neyothegentleman.com,R&B/Soul,http://www.mtv.com/artists/ne-yo/biography
575, Pandora ,,,,True Life,http://www.mtv.com/artists/pandora/biography
576, Skeleton Rock ,,,,,http://www.mtv.com/artists/skeleton-rock/biography
577, Tech N9ne ,http://www.facebook.com/34366716606,http://www.twitter.com/techn9ne,http://therealtechn9ne.com,Hip-Hop/Rap,http://www.mtv.com/artists/tech-n9ne/biography
578, The Beautiful South ,http://www.facebook.com/200536253295250,,http://www.beautifulsouth.co.uk/,Alternative,http://www.mtv.com/artists/the-beautiful-south/biography
579, The Cult ,http://www.facebook.com/19737971984,http://www.twitter.com/officialcult,http://www.purecult.com/,Rock,http://www.mtv.com/artists/the-cult/biography
580, Trans-Siberian Orchestra ,http://www.facebook.com/118518131625,http://www.twitter.com/trans_siberian,http://www.trans-siberian.com/,Rock,http://www.mtv.com/artists/trans-siberian-orchestra/biography
581, Wale ,http://www.facebook.com/103760449633,http://www.twitter.com/wale,http://www.walemusic.com/,Hip-Hop,http://www.mtv.com/artists/wale/biography
582, Wolfgang Petry ,http://www.facebook.com/104226873075802,,,Pop,http://www.mtv.com/artists/wolfgang-petry/biography
583, Kristen Kelly ,http://www.facebook.com/173806305986667,http://www.twitter.com/kristenkelly,,Country,http://www.mtv.com/artists/kristen-kelly/biography
584, John Newman ,http://www.facebook.com/164098623688207,http://www.twitter.com/johnnewmanmusic,http://johnnewman.co.uk/,Electronic,http://www.mtv.com/artists/john-newman/biography
585, MisterWives ,http://www.facebook.com/414186145308024,http://www.twitter.com/misterwives,,Alternative,http://www.mtv.com/artists/misterwives/biography
586, Raury ,http://www.facebook.com/weraur?ref=br_tf,http://www.twitter.com/raury,,Electronic/Dance,http://www.mtv.com/artists/raury/biography
587, Brooke Eden ,,http://www.twitter.com/brookeedenmusic,http://www.brookeeden.com,Contemporary Country,http://www.cmt.com/artists/brooke-eden/biography
588, Post Malone ,,,,,http://www.mtv.com/artists/post-malone/biography
589, Thirty Seconds to Mars ,http://www.facebook.com/5618127822,http://www.twitter.com/30secondstomars,http://thirtysecondstomars.com,Rock,http://www.mtv.com/artists/thirty-seconds-to-mars/biography
590, Afrojack ,http://www.facebook.com/165442691420,http://www.twitter.com/djafrojack,http://afrojack.com,Dance,http://www.mtv.com/artists/afrojack/biography
591, Babyface ,http://www.facebook.com/36252419462,http://www.twitter.com/kennyedmonds,http://www6.islandrecords.com/site/artist_home.php?artist_id=637,R&B/Soul,http://www.mtv.com/artists/babyface/biography
592, Cam'ron ,http://www.facebook.com/273941499453015,http://www.twitter.com/mr_camron,,Comics and Games,http://www.mtv.com/artists/camron/biography
593, Chuck Wicks ,http://www.facebook.com/5909533269,http://www.twitter.com/chuckwicksmusic,http://www.Chuckwicks.com,Country,http://www.cmt.com/artists/chuck-wicks/biography
594, Creed ,http://www.facebook.com/5638429994,http://www.twitter.com/creed,http://www.creed.com,Rock,http://www.mtv.com/artists/creed/biography
595, Dean Brody ,http://www.facebook.com/55389030968,http://www.twitter.com/deanbrody,http://www.deanbrody.com,Country,http://www.cmt.com/artists/dean-brody/biography
596, Eagles ,http://www.facebook.com/387465711283000,http://www.twitter.com/theeaglesband,http://eaglesband.com/,Rock,http://www.mtv.com/artists/eagles/biography
597, Hanson ,http://www.facebook.com/13131829366,http://www.twitter.com/hansonmusic,http://www.hanson.net,Pop/Rock,http://www.mtv.com/artists/hanson/biography
598, Hank Williams III ,,,,Country,http://www.cmt.com/artists/hank-williams-iii-1/biography
599, Harry Stinson ,,,,Country,http://www.cmt.com/artists/harry-stinson/biography
600, Héroes del Silencio ,http://www.facebook.com/hds.argentina,http://twitter.com/daniarchery,,Latin,http://www.mtv.com/artists/heroes-del-silencio/biography
601, Janis Joplin ,http://www.facebook.com/12229005844,http://www.twitter.com/janisjoplin,http://www.janisjoplin.com/,Rock,http://www.mtv.com/artists/janis-joplin/biography
602, Kyle Park ,http://www.facebook.com/26576668128,http://www.twitter.com/kyle_park,http://www.kylepark.com,Contemporary Country,http://www.cmt.com/artists/kyle-park/biography
603, Kathy Mattea ,http://www.facebook.com/302176113152712,,http://www.mattea.com/,Country,http://www.cmt.com/artists/kathy-mattea/biography
604, Jimmy Buffett ,http://www.facebook.com/12596453318,http://www.twitter.com/jimmybuffett,http://margaritaville.com/,Classic Rock,http://www.mtv.com/artists/jimmy-buffett/biography
605, Joe Diffie ,http://www.facebook.com/159800290521,http://www.twitter.com/joediffieonline,,Country,http://www.cmt.com/artists/joe-diffie/biography
606, John Michael Montgomery ,http://www.facebook.com/35886135680,http://www.twitter.com/jm2squared,http://www.johnmichael.com,Country,http://www.cmt.com/artists/john-michael-montgomery/biography
607, Jonas Brothers ,http://www.facebook.com/5836432901,http://www.twitter.com/jonas_ent,http://www.jonasbrothers.com,Pop/Rock,http://www.mtv.com/artists/jonas-brothers/biography
608, Julie Roberts ,http://www.facebook.com/12403686090,http://www.twitter.com/thejulieroberts,http://www.julieroberts.com,Americana,http://www.cmt.com/artists/julie-roberts/biography
609, Journey ,http://www.facebook.com/5867843575,,http://www.journeymusic.com,Rock,http://www.mtv.com/artists/journey/biography
610, k.d. lang ,http://www.facebook.com/84719501699,http://www.twitter.com/kdlang,http://www.kdlang.com/,Country,http://www.cmt.com/artists/kd-lang/biography
611, Kristina Train ,http://www.facebook.com/10047425987,http://www.twitter.com/kristinatrain,,Rock,http://www.mtv.com/artists/kristina-train/biography
612, Love and Theft ,http://www.facebook.com/18888909708,http://www.twitter.com/loveandtheft,http://www.loveandtheft.com,Contemporary Country,http://www.cmt.com/artists/love-and-theft/biography
613, Michael Ray ,,,http://www.michaelraymusic.com/,Country,http://www.cmt.com/artists/michael-ray-2/biography
614, Matt Stillwell ,http://www.facebook.com/14295984565,http://www.twitter.com/mattstillwell,http://mattstillwell.net,Alternative Country,http://www.cmt.com/artists/matt-stillwell/biography
615, Modern Talking ,http://www.facebook.com/126576960588,http://www.twitter.com/moderntalking_,,Disco,http://www.mtv.com/artists/modern-talking/biography
616, Negro Success ,,,,World/Reggae,http://www.mtv.com/artists/negro-success/biography
617, Muse ,http://www.facebook.com/8762738724,http://www.twitter.com/muse,,Rock,http://www.mtv.com/artists/muse/biography
618, New Boyz ,http://www.facebook.com/77062414214,http://www.twitter.com/newboyz,,Hip-Hop,http://www.mtv.com/artists/new-boyz/biography
619, Paul McCartney ,http://www.facebook.com/182736663312,http://www.twitter.com/paulmccartney,http://www.miramax-aharddaysnight.com/,Rock & Roll,http://www.mtv.com/artists/paul-mccartney/biography
620, Patty Loveless ,http://www.facebook.com/25306253108,http://www.twitter.com/theploveless,http://www.pattyloveless.com/,Country,http://www.cmt.com/artists/patty-loveless/biography
621, Pearl Jam ,http://www.facebook.com/7659317484,http://www.twitter.com/pearljam,http://pearljam.com,Rock,http://www.mtv.com/artists/pearl-jam/biography
622, Ray Price ,,,http://www.countrymusichalloffame.com/inductees/ray_price.html,Country,http://www.cmt.com/artists/ray-price-00/biography
623, Redfoo ,,,,,http://www.mtv.com/artists/redfoo/biography
624, Reik ,http://www.facebook.com/98300606355,http://www.twitter.com/reikmx,,Latin,http://www.mtv.com/artists/reik/biography
625, Rhett Akins ,http://www.facebook.com/9410874201,http://www.twitter.com/rhettakins,http://www.rhettakins.com/,Country,http://www.cmt.com/artists/rhett-akins/biography
626, Roberto Carlos ,http://www.facebook.com/124234544312886,http://www.twitter.com/robertocarlos,,Latin,http://www.mtv.com/artists/roberto-carlos-1/biography
627, Ronnie Milsap ,http://www.facebook.com/47112346016,http://www.twitter.com/ronniemilsap,http://www.ronniemilsap.com,Country,http://www.cmt.com/artists/ronnie-milsap/biography
628, Skylar Grey ,,,,,http://www.mtv.com/artists/skylar-grey/biography
629, Steve Aoki ,http://www.facebook.com/29286157460,http://www.twitter.com/steveaoki,http://steveaoki.com/,Dance,http://www.mtv.com/artists/steve-aoki/biography
630, Sting ,http://www.facebook.com/6837680291,http://www.twitter.com/officialsting,http://www.sting.com/main.html,Rock,http://www.mtv.com/artists/sting/biography
631, System of a Down ,http://www.facebook.com/16100944031,http://www.twitter.com/systemofadown,http://www.systemofadown.com/,Rock,http://www.mtv.com/artists/system-of-a-down/biography
632, The Fray ,http://www.facebook.com/22378233632,http://www.twitter.com/thefray,http://www.thefray.net/,Rock,http://www.mtv.com/artists/the-fray/biography
633, The Jets ,http://www.facebook.com/115101075207438,http://www.twitter.com/screamingjets,,Soul,http://www.mtv.com/artists/the-jets/biography
634, Third Eye Blind ,http://www.facebook.com/34254940936,http://www.twitter.com/3eb,http://www.3eb.com,Alternative,http://www.mtv.com/artists/third-eye-blind/biography
635, Three Days Grace ,http://www.facebook.com/6599991950,http://www.twitter.com/threedaysgrace,http://www.threedaysgrace.ca/,Alternative,http://www.mtv.com/artists/three-days-grace/biography
636, Tom T. Hall ,http://www.facebook.com/109168560342,,,Country,http://www.cmt.com/artists/tom-t-hall/biography
637, Will Smith ,http://www.facebook.com/92304305160,http://www.twitter.com/willsmithnews,http://www.willsmith.com/,Hip-Hop/Rap,http://www.mtv.com/artists/will-smith/biography
638, Futuristic ,http://www.facebook.com/139204706123635,http://twitter.com/OnlyFuturistic,http://www.onlyfuturistic.com,Hip-Hop/Rap,http://www.mtv.com/artists/futuristic/biography
639, Krewella ,http://www.facebook.com/119829931409738,http://www.twitter.com/krewella,http://www.krewella.net/,Electronic,http://www.mtv.com/artists/krewella/biography
640, Andy Grammer ,http://www.facebook.com/298292742867,http://www.twitter.com/andygrammer,http://www.andygrammer.com/,Pop,http://www.mtv.com/artists/andy-grammer/biography
641, RaeLynn ,http://www.facebook.com/321320851243539,http://www.twitter.com/raelynnofficial,http://www.raelynnofficial.net,Contemporary Country,http://www.mtv.com/artists/raelynn/biography
642, MTV Philippines ,,,,,http://www.mtv.com/artists/mtv-philippines/biography
643, T-Ferg ,,http://twitter.com/itsferg,http://www.itsferg.com/,Hip-Hop/Rap,http://www.mtv.com/artists/t-ferg/biography
644, TheRealConfidence ,,http://twitter.com/RealConfidence_,http://www.therealconfidence.com,Rap,http://www.mtv.com/artists/therealconfidence/biography
645, Damien Escobar ,http://www.facebook.com/dameesco,http://www.twitter.com/dameesco,http://www.dameesco.com,Hip-Hop,http://www.mtv.com/artists/damien-escobar/biography
646, Zara Larsson ,,,,,http://www.mtv.com/artists/zara-larsson/biography
647, A Flock of Seagulls ,http://www.facebook.com/89478242727,,,Rock,http://www.mtv.com/artists/a-flock-of-seagulls/biography
648, Ace Hood ,http://www.facebook.com/211661745673637,http://www.twitter.com/acehood,http://acehood-online.com/,Hip-Hop/Rap,http://www.mtv.com/artists/ace-hood/biography
649, Armin van Buuren ,http://www.facebook.com/25498833315,http://www.twitter.com/arminvanbuuren,http://www.arminvanbuuren.com/,Trance,http://www.mtv.com/artists/armin-van-buuren/biography
650, Ashley Gearing ,http://www.facebook.com/5503044908,http://www.twitter.com/ashleygearing,,Country,http://www.cmt.com/artists/ashley-gearing/biography
651, Audioslave ,http://www.facebook.com/165985866829751,,http://www.audioslave.com/,Alternative,http://www.mtv.com/artists/audioslave/biography
652, Bill Anderson ,,,,,http://www.cmt.com/artists/bill-anderson-4/biography
653, Cameo ,http://www.facebook.com/497548953600965,,,Soul,http://www.mtv.com/artists/cameo/biography
654, Brian McKnight ,http://www.facebook.com/5360479378,http://www.twitter.com/itsbmcknight,http://www.brian-mcknight.com/,R&B/Soul,http://www.mtv.com/artists/brian-mcknight/biography
655, Bruce Springsteen ,http://www.facebook.com/7401700249,http://www.twitter.com/springsteen,http://www.sonymusicdigital.com/bruce-springsteen-the-promise/pages/5634215/,Rock,http://www.mtv.com/artists/bruce-springsteen/biography
656, Busy Signal ,http://www.facebook.com/17628088087,http://www.twitter.com/busysignal_turf,,Dancehall,http://www.mtv.com/artists/busy-signal/biography
657, Charlie Robison ,http://www.facebook.com/29140058960,http://www.twitter.com/charlierobison,http://charlierobison.com,Country,http://www.cmt.com/artists/charlie-robison/biography
658, Chris Stapleton ,http://www.facebook.com/348312871897425,http://www.twitter.com/chrisstapleton,http://www.chrisstapleton.com,Country,http://www.cmt.com/artists/chris-stapleton/biography
659, Christopher Wayne Morris ,,,,,http://www.cmt.com/artists/christopher-wayne-morris/biography
660, Christina Perri ,http://www.facebook.com/335821472770,http://www.twitter.com/christinaperri,http://christinaperri.com ,Pop/Rock,http://www.mtv.com/artists/christina-perri/biography
661, Corey Smith ,http://www.facebook.com/coreysmithmusic,http://twitter.com/coreysmithmusic,http://www.coreysmith.com,Alternative Country,http://www.cmt.com/artists/corey-smith/biography
662, Dashboard Confessional ,http://www.facebook.com/115202785264,http://www.twitter.com/chriscarrabba,http://dashboardconfessional.com,Rock,http://www.mtv.com/artists/dashboard-confessional/biography
663, Dean Miller ,,,,Contemporary Country,http://www.cmt.com/artists/dean-miller/biography
664, Destiny's Child ,http://www.facebook.com/269226233191139,http://www.twitter.com/destinyschild,http://www.destinyschild.com/,R&B/Soul,http://www.mtv.com/artists/destinys-child/biography
665, Dionne Warwick ,http://www.facebook.com/264810407016633,http://www.twitter.com/_dionnewarwick,http://www.dionnewarwick.info/,Soul,http://www.mtv.com/artists/dionne-warwick/biography
666, Elton John ,http://www.facebook.com/142246372471145,https://twitter.com/eltonjohndotcom,http://www.eltonjohn.com/,Pop/Rock,http://www.mtv.com/artists/elton-john/biography
667, Enya ,http://www.facebook.com/22450120087,http://www.twitter.com/Enya,,World,http://www.mtv.com/artists/enya/biography
668, Five Finger Death Punch ,http://www.facebook.com/19098264144,http://www.twitter.com/ffdp,http://www.fivefingerdeathpunch.com,Metal,http://www.mtv.com/artists/five-finger-death-punch/biography
669, Girls' Generation ,http://www.facebook.com/216732611680045,http://www.twitter.com/girlsgeneration,,Rock,http://www.mtv.com/artists/girls-generation/biography
670, Gucci Mane ,http://www.facebook.com/122044727596,http://www.twitter.com/gucci1017,,Hip-Hop/Rap,http://www.mtv.com/artists/gucci-mane/biography
671, Holly Williams ,http://www.facebook.com/46089977356,http://www.twitter.com/hollywilliams1,http://www.hollywilliams.com/,Americana,http://www.cmt.com/artists/holly-williams/biography
672, James Otto ,http://www.facebook.com/6986486414,http://www.twitter.com/jamesotto,http://www.jamesott.net,Contemporary Country,http://www.cmt.com/artists/james-otto/biography
673, John Denver ,http://www.facebook.com/57971928690,http://www.twitter.com/johndenvermusic,http://johndenver.com/,Singer/Songwriter,http://www.mtv.com/artists/john-denver/biography
674, Kate Ryan ,http://www.facebook.com/352320928572,http://www.twitter.com/http://www.kateryan.be,http://www.kateryan.be,Dance,http://www.mtv.com/artists/kate-ryan/biography
675, K-Ci & JoJo ,,,http://www.kciandjojo.com/,R&B/Soul,http://www.mtv.com/artists/k-ci-jojo/biography
676, Kiss ,http://www.facebook.com/64075031411,http://www.twitter.com/kissonline,http://www.kissonline.com/,Rock,http://www.mtv.com/artists/kiss/biography
677, Lalah Hathaway ,http://www.facebook.com/41180089799,http://www.twitter.com/lalahhathaway,http://www.lalahhathaway.com/,R&B,http://www.mtv.com/artists/lalah-hathaway/biography
678, Led Zeppelin ,http://www.facebook.com/131572223581891,http://www.twitter.com/ledzeppelin,http://www.ledzeppelin.com/,Rock,http://www.mtv.com/artists/led-zeppelin/biography
679, Michael Bublé ,http://www.facebook.com/9053564156,http://www.twitter.com/michaelbuble,http://www.michaelbuble.com/splash,Easy Listening,http://www.mtv.com/artists/michael-buble/biography
680, Nelly Furtado ,http://www.facebook.com/6675816441,http://www.twitter.com/nellyfurtado,http://www.nellyfurtado.com/,Pop,http://www.mtv.com/artists/nelly-furtado/biography
681, Nipsey Hussle ,http://www.facebook.com/10023188844,http://www.twitter.com/nipseyhussle,,Hip-Hop,http://www.mtv.com/artists/nipsey-hussle/biography
682, Pusha T ,http://www.facebook.com/414820971884598,http://www.twitter.com/pusha_t,http://pusha-t.com/,Hip-Hop/Rap,http://www.mtv.com/artists/pusha-t/biography
683, Rachel Potter ,http://www.facebook.com/180479275735,http://www.twitter.com/http://rachelpottermusic.com,http://rachelpottermusic.com,Contemporary Country,http://www.cmt.com/artists/rachel-potter/biography
684, Ray Stevens ,http://www.facebook.com/99557674870,http://www.twitter.com/raystevensmusic,,Country,http://www.cmt.com/artists/ray-stevens/biography
685, Raheem DeVaughn ,http://www.facebook.com/11941296054,http://www.twitter.com/raheem_devaughn,http://www.raheemdevaughn.com,R&B/Soul,http://www.mtv.com/artists/raheem-devaughn/biography
686, Rhonda Vincent ,http://www.facebook.com/232955536482,http://www.twitter.com/rhondavincent,http://www.rhondavincent.com,Country,http://www.cmt.com/artists/rhonda-vincent/biography
687, Robert Plant ,http://www.facebook.com/116206108413908,http://www.twitter.com/robertplant,http://www.robertplant.com,Rock,http://www.mtv.com/artists/robert-plant/biography
688, Secondhand Serenade ,http://www.facebook.com/5681198769,http://www.twitter.com/secondhandjohn,,Alternative,http://www.mtv.com/artists/secondhand-serenade/biography
689, Siakol ,,,,,http://www.mtv.com/artists/siakol/biography
690, Shooter Jennings ,http://www.facebook.com/233811773459,http://www.twitter.com/shooterjennings,,Country,http://www.cmt.com/artists/shooter-jennings/biography
691, Shinedown ,http://www.facebook.com/20415872588,http://www.twitter.com/shinedown,http://shinedown.com,Rock,http://www.mtv.com/artists/shinedown/biography
692, Smokey Robinson ,http://www.facebook.com/75393921550,http://www.twitter.com/smokey_robinson,http://www.smokeyrobinson.net/,R&B/Soul,http://www.mtv.com/artists/smokey-robinson/biography
693, Superman Is Dead ,,,,,http://www.mtv.com/artists/superman-is-dead/biography
694, Terri Clark ,http://www.facebook.com/29306271490,http://www.twitter.com/terriclarkmusic,http://www.TerriClark.com,Country,http://www.mtv.com/artists/terri-clark/biography
695, The Grascals ,http://www.facebook.com/58204829403,http://www.twitter.com/thegrascals,http://grascals.com/,Bluegrass,http://www.cmt.com/artists/the-grascals/biography
696, Yo Gotti ,http://www.facebook.com/56801736013,http://www.twitter.com/yogottikom,,Hip-Hop/Rap,http://www.mtv.com/artists/yo-gotti/biography
697, Yanni ,http://www.facebook.com/136007876429612,http://www.twitter.com/yanni,,Pop,http://www.mtv.com/artists/yanni/biography
698, Tamar Braxton ,http://www.facebook.com/239361709429372,http://www.twitter.com/tamarbraxtonher,http://www.tamarbraxton.com,Contemporary R&B,http://www.mtv.com/artists/tamar-braxton/biography
699, Mike Myers ,,,,,http://www.mtv.com/artists/mike-myers-6/biography
700, RACING SONGS ,,http://twitter.com/RACING_SONGS,http://RACING-SONGS.com,Country,http://www.cmt.com/artists/racing-songs/biography
701, Mary Lambert ,http://www.facebook.com/129174633834840,http://www.twitter.com/marylambertsing,,Pop,http://www.mtv.com/artists/mary-lambert/biography
702, BANKS ,http://www.facebook.com/hernameisbanks,http://twitter.com/hernameisbanks,http://hernameisbanks.com,Alternative,http://www.mtv.com/artists/banks/biography
703, Zack Knight ,http://www.facebook.com/122129324522178,http://twitter.com/iamzackknight,http://www.iamzackknight.com,Contemporary R&B,http://www.mtv.com/artists/zack-knight/biography
704, Curtis Braly ,,http://www.twitter.com/curtisbraly,http://www.curtisbraly.com,Contemporary Country,http://www.cmt.com/artists/curtis-braly/biography
705, Lacy Cavalier ,http://www.facebook.com/207192112,http://www.twitter.com/LacyCavalier,http://www.lacycavaliermusic.com,Country,http://www.cmt.com/artists/lacy-cavalier/biography
706, Chase Bryant ,http://www.facebook.com/589230474455753,http://www.twitter.com/chasebryant,http://www.chasebryant.com,Country,http://www.cmt.com/artists/chase-bryant/biography
707, Karen Waldrup ,http://www.facebook.com/karenwaldrup,http://www.twitter.com/karenwaldrup,http://www.karenwaldrup.com,Country,http://www.cmt.com/artists/karen-waldrup/biography
708, BigDawg Chino ,https://www.facebook.com/bigdawg.chino.7,http://www.twitter.com/BigDawG_Chino,,Hip-Hop/Rap,http://www.mtv.com/artists/bigdawg-chino/biography
709, Bank Notes ,http://www.facebook.com/2946623301,http://www.twitter.com/banknotezz,http://reverbnation.com/notez1,Hip-Hop/Rap,http://www.mtv.com/artists/bank-note24/biography
710, After 7 ,http://www.facebook.com/113714392015915,,,R&B/Soul,http://www.mtv.com/artists/after-7/biography
711, Amerie ,http://www.facebook.com/itsmeamerie,http://www.twitter.com/itsameriie,http://amerie.net/,R&B/Soul,http://www.mtv.com/artists/amerie/biography
712, Angelic Gospel Singers ,,,,,http://www.mtv.com/artists/angelic-gospel-singers/biography
713, Banda Los Recoditos ,http://www.facebook.com/318993004895,http://www.twitter.com/bandarecoditoss,,Latin,http://www.mtv.com/artists/banda-los-recoditos/biography
714, Billy Dean ,,,http://www.billydean.com/,Country,http://www.cmt.com/artists/billy-dean/biography
715, Black Sabbath ,http://www.facebook.com/56848544614,http://www.twitter.com/blacksabbath,http://www.blacksabbath.com/,Metal,http://www.mtv.com/artists/black-sabbath/biography
716, Boys Like Girls ,http://www.facebook.com/5136344181,http://www.twitter.com/boyslikegirls,http://www.boyslikegirls.com/us/home,Rock,http://www.mtv.com/artists/boys-like-girls/biography
717, BTS Chitlom ,,,,,http://www.mtv.com/artists/bts-chitlom-1/biography
718, Canvas ,,,,,http://www.mtv.com/artists/canvas-2/biography
719, R. City ,,,,Hip-Hop,http://www.mtv.com/artists/r-city/biography
720,,,,http://www.cdeb.com/,Rock,http://www.mtv.com/artists/chris-de-burgh/biography
721,,http://www.facebook.com/codysimpsonmusic,http://www.twitter.com/http://www.codysimpson.com,http://codysimpson.com ,Pop,http://www.mtv.com/artists/cody-simpson/biography
722, Connie Smith ,http://www.facebook.com/222648144421760,http://www.twitter.com/tvconnie,,Country,http://www.cmt.com/artists/connie-smith/biography
723, Duffy ,http://www.facebook.com/14799791139,,http://www.iamduffy.com/,Rock,http://www.mtv.com/artists/duffy/biography
724, George Michael ,http://www.facebook.com/11546961094,http://www.twitter.com/georgemichael,http://www.georgemichael.com/,Pop/Rock,http://www.mtv.com/artists/george-michael/biography
725, Gigi D'Agostino ,,,,Electronic/Dance,http://www.mtv.com/artists/gigi-dagostino/biography
726,,http://www.facebook.com/6041887965,http://www.twitter.com/googoodolls,http://googoodolls.com,Alternative,http://www.mtv.com/artists/goo-goo-dolls/biography
727," Harry Connick, Sr. ",,,,,http://www.mtv.com/artists/harry-connick-sr/biography
728, Inna ,,,,Rock,http://www.mtv.com/artists/inna-00/biography
729, The Jackson 5 ,,,,R&B/Soul,http://www.mtv.com/artists/the-jackson-5-1/biography
732, Keith Sweat ,,,,R&B/Soul,http://www.mtv.com/artists/keith-sweat/biography
733, Kelleigh Bannen ,http://www.facebook.com/21113350402,http://www.twitter.com/kelleighbannen,http://www.kelleighbannen.com,Contemporary Country,http://www.cmt.com/artists/kelleigh-bannen/biography
734, Korn ,http://www.facebook.com/21230560760,http://www.twitter.com/korn,http://www.korn.com,Alternative,http://www.mtv.com/artists/korn/biography
735, Lata Mangeshkar ,http://www.facebook.com/118226371539373,http://www.twitter.com/mangeshkarlata,,World/Reggae,http://www.mtv.com/artists/lata-mangeshkar/biography
736, Lena Meyer-Landrut ,,,,,http://www.mtv.com/artists/lena-meyer-landrut/biography
737, Lykke Li ,http://www.facebook.com/15731372198,http://www.twitter.com/lykkeli,http://www.lykkeli.com,Pop/Rock,http://www.mtv.com/artists/lykke-li/biography
738, Martin Solveig ,http://www.facebook.com/27588115472,http://www.twitter.com/martinsolveig,,Electronic/Dance,http://www.mtv.com/artists/martin-solveig/biography
739, MAX ,http://www.facebook.com/max,http://www.twitter.com/http://Maxschneider.com,http://saymaxohhh.com,Pop/Rock,http://www.mtv.com/artists/max/biography
740, Molly Felder ,,,,,http://www.mtv.com/artists/molly-felder/biography
741, Natasha Bedingfield ,http://www.facebook.com/7373504254,http://www.twitter.com/natashabdnfield,http://www.natashabedingfield.com,Pop,http://www.mtv.com/artists/natasha-bedingfield/biography
742, Nikki Lane ,http://www.facebook.com/pages/Nikki-Lane/102575938947,http://twitter.com/nikkilane77,http://nikkilane.com/,Outlaw Country,http://www.cmt.com/artists/nikki-lane/biography
743, New Edition ,,,,College Rock,http://www.mtv.com/artists/new-edition/biography
744, One Way ,http://www.facebook.com/pages/One-way/58075000409,,,Soul,http://www.mtv.com/artists/one-way/biography
745, N.W.A ,http://www.facebook.com/113603475316612,,,Hip-Hop/Rap,http://www.mtv.com/artists/nwa/biography
746,,,,,,http://www.mtv.com/artists/phil-collins/biography
747, Phil Vassar ,http://www.facebook.com/5699672700,http://www.twitter.com/philvassar,http://www.philvassar.com,Country,http://www.cmt.com/artists/phil-vassar/biography
748, Rammstein ,http://www.facebook.com/22330837712,http://www.twitter.com/rsprachrohr,http://www.Rammstein.com/,Rock,http://www.mtv.com/artists/rammstein/biography
749, Randy Boone ,,,,,http://www.cmt.com/artists/randy-boone/biography
750, Richard Marx ,http://www.facebook.com/170148395554,http://www.twitter.com/richardmarx,http://www.richardmarx.com,Adult Contemporary,http://www.mtv.com/artists/richard-marx/biography
751, Romeo Santos ,http://www.facebook.com/117414898335812,http://www.twitter.com/romeosantospage,,Latin,http://www.mtv.com/artists/romeo-santos/biography
752, Ryan Adams ,http://www.facebook.com/6943041430,http://www.twitter.com/theryanadams,http://www.paxamrecords.com,Alternative Country,http://www.cmt.com/artists/ryan-adams/biography
753, Silverchair ,http://www.facebook.com/20391908440,,http://www.chairpage.com/,Rock,http://www.mtv.com/artists/silverchair/biography
754, Sonu Nigam ,,,,,http://www.mtv.com/artists/sonu-nigam/biography
755, Styx ,http://www.facebook.com/88776204129,http://www.twitter.com/styxtheband,http://www.styxworld.com/,Alternative,http://www.mtv.com/artists/styx/biography
756, Suzanne Conroy ,,,,,http://www.mtv.com/artists/suzanne-conroy/biography
757, Take That ,http://www.facebook.com/5812494989,http://www.twitter.com/takethat,,Pop,http://www.mtv.com/artists/take-that/biography
758, The Big F ,,,,Rock,http://www.mtv.com/artists/the-big-f/biography
759, The Wanted ,http://www.facebook.com/295172174274,http://www.twitter.com/thewanted,http://www.thewantedmusic.com,Pop,http://www.mtv.com/artists/the-wanted/biography
760, Tracy Byrd ,http://www.facebook.com/224234341031356,,http://www.tracybyrd.com/,Country,http://www.cmt.com/artists/tracy-byrd/biography
