id,name, facebook, twitter, website, genre, mtv
0, Adele ,http://www.facebook.com/9770929278,http://www.twitter.com/officialadele,,Pop,http://www.mtv.com/artists/adele/biography
1, Joey + Rory ,http://www.facebook.com/15044507815,http://www.twitter.com/joeyandrory,,Country,http://www.cmt.com/artists/joey-rory/biography
2, Draaco Aventura ,http://www.facebook.com/856796091053581,http://www.twitter.com/DraacoAventura,http://www.bandpage.com/draacoaventura,Pop Latino,http://www.mtv.com/artists/draaco-aventura/biography
3, Justin Bieber ,http://www.facebook.com/309570926875,http://www.twitter.com/justinbieber,http://www.justinbiebermusic.com,Pop,http://www.mtv.com/artists/justin-bieber/biography
4, Peer van Mladen ,http://www.facebook.com/264487966,http://www.twitter.com/Predrag_Jugovic,http://pejaintergroup.eu/Peer_van_Mladen.html,House,http://www.mtv.com/artists/peer-van-mladen/biography
5, Chris Janson ,http://www.facebook.com/296647641825,http://www.twitter.com/janson_chris,http://www.chrisjanson.com,Country,http://www.cmt.com/artists/chris-janson/biography
6, One Direction ,http://www.facebook.com/121930497861753,http://www.twitter.com/onedirection,http://www.onedirectionmusic.com/,Pop,http://www.mtv.com/artists/one-direction/biography
7, Drake ,http://www.facebook.com/83711079303,http://www.twitter.com/drake,http://www.drizzydrake.org/,Hip-Hop/Rap,http://www.mtv.com/artists/drake/biography
8, Carrie Underwood ,http://www.facebook.com/5240049567,http://www.twitter.com/carrieunderwood,http://carrieunderwoodofficial.com,Country,http://www.cmt.com/artists/carrie-underwood/biography
9, Ed Sheeran ,http://www.facebook.com/9189674485,http://www.twitter.com/edsheeran,http://www.edsheeran.com/,Singer/Songwriter,http://www.mtv.com/artists/ed-sheeran/biography
10, Taylor Swift ,http://www.facebook.com/19614945368,http://www.twitter.com/taylorswift13,http://www.TaylorSwift.com,Pop,http://www.mtv.com/artists/taylor-swift/biography
11, SayWeCanFly ,,,,Pop/Rock,http://www.mtv.com/artists/saywecanfly/biography
12, Selena Gomez ,http://www.facebook.com/7961985974,http://www.twitter.com/selenagomez,,Pop,http://www.mtv.com/artists/selena-gomez/biography
13, Chris Brown ,http://www.facebook.com/6329881653,http://www.twitter.com/chrisbrown,http://www.chrisbrownworld.com,Pop,http://www.mtv.com/artists/chris-brown/biography
14, Nicki Minaj ,http://www.facebook.com/150024648352527,http://www.twitter.com/nickiminaj,http://www.MyPinkFriday.com,Hip-Hop,http://www.mtv.com/artists/nicki-minaj/biography
15, Fifth Harmony ,http://www.facebook.com/173362709468415,http://www.twitter.com/fifthharmony,http://www.fifthharmonyofficial.com/home,Pop,http://www.mtv.com/artists/fifth-harmony/biography
16, Thomas Rhett  ,http://www.facebook.com/198584476850615,http://www.twitter.com/thomasrhett,http://www.thomasrhett.com,Contemporary Country,http://www.cmt.com/artists/thomas-rhett/biography
17, Eminem ,http://www.facebook.com/45309870078,http://www.twitter.com/eminem,http://www.eminem.com,Rap,http://www.mtv.com/artists/eminem/biography
18, Beyoncé ,http://www.facebook.com/28940545600,http://www.twitter.com/beyonce,http://beyonceonline.com,Pop,http://www.mtv.com/artists/beyonce/biography
19, Meghan Trainor ,,,,,http://www.mtv.com/artists/meghan-trainor/biography
20, Twenty One Pilots ,http://www.facebook.com/98049191147,http://www.twitter.com/twentyonepilots,http://www.twentyonepilots.com,Alternative,http://www.mtv.com/artists/twenty-one-pilots/biography
21, Fetty Wap ,http://www.facebook.com/Fettywap1738,http://www.twitter.com/fettywap,,Hip-Hop,http://www.mtv.com/artists/fetty-wap/biography
22, 5 Seconds Of Summer ,http://www.facebook.com/176437022408772,http://www.twitter.com/5sos,http://www.5sos.com,Pop/Rock,http://www.mtv.com/artists/5-seconds-of-summer/biography
23, Jason Aldean ,http://www.facebook.com/84907212117,http://www.twitter.com/jason_aldean,http://www.JasonAldean.com,Country,http://www.cmt.com/artists/jason-aldean/biography
24, Luke Bryan ,http://www.facebook.com/7290301030,http://www.twitter.com/lukebryanonline,http://www.lukebryan.com,Contemporary Country,http://www.cmt.com/artists/luke-bryan/biography
25, Blake Shelton ,http://www.facebook.com/5842919894,http://www.twitter.com/blakeshelton,http://www.blakeshelton.com,Country,http://www.cmt.com/artists/blake-shelton/biography
26, Rihanna ,http://www.facebook.com/10092511675,http://www.twitter.com/rihanna,http://www.rihannanow.com,Pop,http://www.mtv.com/artists/rihanna/biography
27, Elvis Presley ,http://www.facebook.com/19838724152,http://twitter.com/ElvisPresley,http://www.elvisthemusic.com,Rock,http://www.mtv.com/artists/elvis-presley/biography
28, Ariana Grande ,http://www.facebook.com/12384211026,http://www.twitter.com/arianagrande,http://www.arianagrande.com/,Pop,http://www.mtv.com/artists/ariana-grande/biography
29, JD Shelburne ,http://www.facebook.com/48111189581,http://www.twitter.com/JDSHELBURNE,http://www.jdshelburne.com,Country,http://www.cmt.com/artists/jd-shelburne/biography
30, Lil Wayne ,http://www.facebook.com/LilWayne,https://twitter.com/LilTunechi,http://www.youngmoney.com/,Hip-Hop/Rap,http://www.mtv.com/artists/lil-wayne/biography
31, Demi Lovato ,http://www.facebook.com/9208539755,http://www.twitter.com/ddlovato,http://www.demilovato.com,Pop,http://www.mtv.com/artists/demi-lovato/biography
32, Maroon 5 ,http://www.facebook.com/5330548481,http://www.twitter.com/maroon5,http://www.maroon5.com,Pop/Rock,http://www.mtv.com/artists/maroon-5/biography
33, Sam Hunt ,,,,,http://www.cmt.com/artists/sam-hunt/biography
34, George Strait ,http://www.facebook.com/6863600905,http://www.twitter.com/georgestrait,http://www.georgestrait.com,Country,http://www.cmt.com/artists/george-strait/biography
35, Wiz Khalifa ,http://www.facebook.com/12138756141,http://www.twitter.com/wizkhalifa,http://wizkhalifa.com,Hip-Hop/Rap,http://www.mtv.com/artists/wiz-khalifa/biography
36, Miranda Lambert ,http://www.facebook.com/5764270741,http://www.twitter.com/mirandalambert,http://www.mirandalambert.com,Country,http://www.cmt.com/artists/miranda-lambert/biography
37, DJ Khaled ,http://www.facebook.com/605083229565089,http://www.twitter.com/djkhaled,,Hip-Hop,http://www.mtv.com/artists/dj-khaled/biography
38, Porno for Pyros ,,,,Rock,http://www.mtv.com/artists/porno-for-pyros/biography
39, Katy Perry ,http://www.facebook.com/7126051465,http://www.twitter.com/katyperry,http://www.katyperry.com/,Pop,http://www.mtv.com/artists/katy-perry/biography
40, Miley Cyrus ,http://www.facebook.com/5845317146,http://www.twitter.com/mileycyrus,http://www.mileycyrus.com,Pop,http://www.mtv.com/artists/miley-cyrus/biography
41, Tim McGraw ,http://www.facebook.com/121643328009133,http://www.twitter.com/tim_hwang,http://www.timmcgraw.com,Country,http://www.cmt.com/artists/tim-mcgraw/biography
42, The Weeknd ,http://www.facebook.com/200394249984402,http://www.twitter.com/theweeknd,http://theweeknd.com,R&B/Soul,http://www.mtv.com/artists/the-weeknd/biography
43, Macklemore & Ryan Lewis ,http://www.facebook.com/162208193853675,http://www.twitter.com/http://www.macklemore.com,http://www.macklemore.com,Hip-Hop,http://www.mtv.com/artists/macklemore-and-ryan-lewis/biography
44, Ellie Goulding ,http://www.facebook.com/135027136641,http://www.twitter.com/elliegoulding,http://www.elliegoulding.com,Pop,http://www.mtv.com/artists/ellie-goulding/biography
45, Michael Jackson ,http://www.facebook.com/19691681472,http://www.twitter.com/michaeljackson,http://www.michaeljackson.com/,Pop,http://www.mtv.com/artists/michael-jackson/biography
46, Rascal Flatts ,http://www.facebook.com/35346978792,http://www.twitter.com/rascalflatts,http://www.RascalFlatts.com,Country,http://www.cmt.com/artists/rascal-flatts/biography
47, Britney Spears ,http://www.facebook.com/39677118233,http://www.twitter.com/britneyspears,http://britneyspears.com/,Pop,http://www.mtv.com/artists/britney-spears/biography
48, Zac Brown Band ,http://www.facebook.com/zacbrownband,http://twitter.com/zacbrownband,http://www.zacbrownband.com,Country,http://www.cmt.com/artists/zac-brown-band/biography
49, Hearty2Raw ,http://www.facebook.com/16418687463,http://www.twitter.com/HEARTY2RAW,https://soundcloud.com/hearty2raw/whole-lotta,Hip-Hop/Rap,http://www.mtv.com/artists/hearty2raw/biography
50, Future ,http://www.facebook.com/282106645148368,http://www.twitter.com/1future,http://www.futurefreebandz.com,Hip-Hop/Rap,http://www.mtv.com/artists/future/biography
51, Lady Antebellum ,http://www.facebook.com/6611987594,http://www.twitter.com/ladyantebellum,http://www.ladyantebellum.com,Country,http://www.cmt.com/artists/lady-antebellum/biography
52, Adam Levine ,http://www.facebook.com/pages/Adam-Levine/157538101063819,https://twitter.com/adamlevine,,Alternative,http://www.mtv.com/artists/adam-levine/biography
53, Janet Jackson ,,,http://www.janet-jackson.com/,R&B/Soul,http://www.mtv.com/artists/janet-jackson/biography
54, Keith Urban ,http://www.facebook.com/7890746076,http://www.twitter.com/keithurban,http://www.KeithUrban.net,Country,http://www.cmt.com/artists/keith-urban/biography
55, Sam Smith ,,,,,http://www.mtv.com/artists/sam-smith/biography
56, Jason Derulo ,http://www.facebook.com/93944052260,http://www.twitter.com/jasonderulo,,Pop,http://www.mtv.com/artists/jason-derulo/biography
57, Tori Kelly ,http://www.facebook.com/34703638602,http://www.twitter.com/torikelly,http://www.torikellymusic.com,Pop/Rock,http://www.mtv.com/artists/tori-kelly/biography
58, 2Pac ,http://www.facebook.com/102518413135163,http://www.twitter.com/tupacshakurpage,http://www.2pac.com,Gangsta Rap,http://www.mtv.com/artists/2pac/biography
59, Ciara ,http://www.facebook.com/6571279986,http://www.twitter.com/ciara,http://www.onlyciara.com,Pop,http://www.mtv.com/artists/ciara/biography
60, Old Dominion ,http://www.facebook.com/242687829105290,http://www.twitter.com/OldDominion,http://www.olddominionband.com,Country,http://www.cmt.com/artists/old-dominion/biography
61, Randy Houser ,http://www.facebook.com/49064345453,http://www.twitter.com/randyhouser,http://www.randyhouser.com,Country,http://www.cmt.com/artists/randy-houser/biography
62, Eric Church ,http://www.facebook.com/5691713943,http://www.twitter.com/ericchurch,http://www.ericchurch.com,Country,http://www.cmt.com/artists/eric-church/biography
63, Shakira ,http://www.facebook.com/5027904559,http://www.twitter.com/shakira,http://www.shakira.net/,World/International,http://www.mtv.com/artists/shakira/biography
64, Bruno Mars ,,,,Pop/Rock,http://www.mtv.com/artists/bruno-mars/biography
65, Little Big Town ,http://www.facebook.com/7154443676,http://www.twitter.com/littlebigtown,http://www.littlebigtown.com/,Country,http://www.cmt.com/artists/little-big-town/biography
66, Rick Ross ,http://www.facebook.com/106672932712721,http://www.twitter.com/rickyrozay,http://www.godforgivesidont.com/,Hip-Hop/Rap,http://www.mtv.com/artists/rick-ross/biography
67, Toby Keith ,http://www.facebook.com/9117107123,http://www.twitter.com/tobykeithmusic,http://www.tobykeith.com,Country,http://www.cmt.com/artists/toby-keith/biography
68, Brian Collins ,,http://www.twitter.com/officialbcb,http://www.briancollinsmusic.com,Country,http://www.cmt.com/artists/brian-collins/biography
69, Sia ,http://www.facebook.com/10959868407,http://www.twitter.com/sia,http://www.siamusic.net/,Pop,http://www.mtv.com/artists/sia/biography
70, Dixie Chicks ,http://www.facebook.com/6799988759,http://www.twitter.com/dixiechicks,http://www.dixiechicks.com/,Country,http://www.cmt.com/artists/dixie-chicks/biography
71, Kanye West ,http://www.facebook.com/kanyewest,http://www.twitter.com/kanyewest,http://kanyewest.com,Hip-Hop/Rap,http://www.mtv.com/artists/kanye-west/biography
72, Shania Twain ,http://www.facebook.com/10340697654,http://www.twitter.com/shaniatwain,http://www.shaniatwain.com,Country,http://www.cmt.com/artists/shania-twain/biography
73, Enrique Iglesias ,http://www.facebook.com/19061333123,http://www.twitter.com/enrique305,http://www.enriqueiglesias.com/registration/default.aspx?rtn=$default.aspx!&st=3,Pop,http://www.mtv.com/artists/enrique-iglesias/biography
74, The Band Perry ,http://www.facebook.com/28815296015,http://www.twitter.com/thebandperry,,Country,http://www.cmt.com/artists/the-band-perry/biography
75, Kellie Pickler ,http://www.facebook.com/27647017785,http://www.twitter.com/kelliepickler,http://www.kelliepickler.com,Country,http://www.cmt.com/artists/kellie-pickler/biography
76, Randy Owen ,,,,Country,http://www.cmt.com/artists/randy-owen/biography
77, Kelsea Ballerini ,,http://www.twitter.com/kelseaballerini,http://www.kelseaballerini.com/,Contemporary Country,http://www.cmt.com/artists/kelsea-ballerini/biography
78, Lana Del Rey ,http://www.facebook.com/117713628271096,http://www.twitter.com/lanadelrey,http://www.lanadelrey.com,Alternative,http://www.mtv.com/artists/lana-del-rey/biography
79, Freddie Mercury ,http://www.facebook.com/379937158753486,http://www.twitter.com/queenfreddie,http://queen-fip.com,Rock,http://www.mtv.com/artists/freddie-mercury/biography
80, Martin Garrix ,http://www.facebook.com/martin.garrix,https://twitter.com/MartinGarrix,http://martingarrix.com,House,http://www.mtv.com/artists/martin-garrix/biography
81, Brett Eldredge ,http://www.facebook.com/bretteldredge,http://www.twitter.com/http://www.bretteldredge.com,http://www.bretteldredge.com,Country,http://www.cmt.com/artists/brett-eldredge/biography
82, Trey Songz ,http://www.facebook.com/11006459933,http://www.twitter.com/treysongz,http://treysongz.com,R&B/Soul,http://www.mtv.com/artists/trey-songz/biography
83, Young Thug ,http://www.facebook.com/youngthugmusic,https://twitter.com/YoungThugWorld,,Hip-Hop,http://www.mtv.com/artists/young-thug/biography
84, Mariah Carey ,http://www.facebook.com/6162457765,http://www.twitter.com/mariahcarey,http://mariahcarey.com,Pop,http://www.mtv.com/artists/mariah-carey/biography
85, Jennifer Lopez ,http://www.facebook.com/5170395767,http://www.twitter.com/jlo,http://www.jenniferlopez.com/,Pop,http://www.mtv.com/artists/jennifer-lopez/biography
86, Shawn Mendes ,,,http://store.shawnmendesofficial.com/,Rock,http://www.mtv.com/artists/shawn-mendes/biography
87, Halsey ,,,http://iamhalsey.com,Alternative,http://www.mtv.com/artists/halsey/biography
88, The XX ,http://www.facebook.com/10429446003,http://www.twitter.com/thexxers,,Indie Rock,http://www.mtv.com/artists/the-xx/biography
89, Kurt Stevens ,http://www.facebook.com/1524192194462835,,https://www.youtube.com/channel/UCO3UMCzjlDIQfKNQYN5KKeA,Contemporary Country,http://www.mtv.com/artists/kurt-stevens/biography
90, R. Kelly ,http://www.facebook.com/153213885830,http://www.twitter.com/rkelly,http://www.r-kelly.com,R&B/Soul,http://www.mtv.com/artists/r-kelly/biography
91, 50 Cent ,http://www.facebook.com/5769333796,http://www.twitter.com/50cent,http://www.50cent.com/,Hip-Hop/Rap,http://www.mtv.com/artists/50-cent/biography
92, Kenny Chesney ,http://www.facebook.com/6070248875,http://www.twitter.com/kennychesney,http://kennychesney.com,Country,http://www.cmt.com/artists/kenny-chesney/biography
93, Linkin Park ,http://www.facebook.com/8210451787,http://www.twitter.com/linkinpark,http://linkinpark.com,Alternative,http://www.mtv.com/artists/linkin-park/biography
94, Akon ,http://www.facebook.com/16929140023,http://www.twitter.com/akon,http://www.akononline.com/,Hip-Hop/Rap,http://www.mtv.com/artists/akon/biography
95, Avenged Sevenfold ,http://www.facebook.com/8308655582,http://www.twitter.com/theofficiala7x,http://avengedsevenfold.com,Hard Rock,http://www.mtv.com/artists/avenged-sevenfold/biography
96, John Legend ,http://www.facebook.com/22516413022,http://www.twitter.com/johnlegend,http://www.johnlegend.com/,R&B/Soul,http://www.mtv.com/artists/john-legend/biography
97, Cole Swindell ,http://www.facebook.com/coleswindellmusic,http://www.twitter.com/coleswindell,http://www.coleswindell.com/,Country,http://www.cmt.com/artists/cole-swindell/biography
98, Justin Moore ,http://www.facebook.com/10206465235,http://www.twitter.com/justincolemoore,,Contemporary Country,http://www.cmt.com/artists/justin-moore/biography
99, Jewel ,http://www.facebook.com/6969468687,,http://Jeweljk.com,Contemporary Folk,http://www.mtv.com/artists/jewel/biography
100, Maddie & Tae ,,,,Country,http://www.cmt.com/artists/maddie-tae/biography
101, Chris Young ,http://www.facebook.com/5607024476,http://www.twitter.com/chrisyoungmusic,http://chrisyoungcountry.com,Contemporary Country,http://www.cmt.com/artists/chris-young/biography
102, Hunter Hayes ,http://www.facebook.com/54148473117,http://www.twitter.com/hunterhayes,http://www.hunterhayes.com,Country,http://www.cmt.com/artists/hunter-hayes/biography
103, Canaan Smith ,http://www.facebook.com/canaansmithmusic,http://twitter.com/canaansmith,http://canaansmith.com,Country,http://www.cmt.com/artists/canaan-smith/biography
104, Madonna ,http://www.facebook.com/10584534401,http://www.twitter.com/madonna,http://www.madonna.com,Pop,http://www.mtv.com/artists/madonna/biography
105, Albert Phillips ,,,http://albertphillips.wix.com/albert-phillips,Rock,http://www.mtv.com/artists/albert-phillips/biography
106, Brantley Gilbert ,http://www.facebook.com/140565173855,http://www.twitter.com/brantleygilbert,,Contemporary Country,http://www.cmt.com/artists/brantley-gilbert/biography
107, Coldplay ,http://www.facebook.com/15253175252,http://www.twitter.com/coldplay,http://www.coldplay.com/,Rock,http://www.mtv.com/artists/coldplay/biography
108, Jay Z ,http://www.facebook.com/48382669205,http://www.twitter.com/s_c_,http://www.jay-z.com/index.php,Hip-Hop/Rap,http://www.mtv.com/artists/jay-z/biography
109, Lady Gaga ,http://www.facebook.com/10376464573,http://www.twitter.com/ladygaga,http://www.ladygaga.com,Pop,http://www.mtv.com/artists/lady-gaga/biography
110, Lil Fizz ,,,,,http://www.mtv.com/artists/lil-fizz-2/biography
111, Iggy Azalea ,http://www.facebook.com/283647554985776,http://www.twitter.com/iggyazalea,http://iggyazalea.com,Hip-Hop/Rap,http://www.mtv.com/artists/iggy-azalea/biography
112, Chase Rice ,http://www.facebook.com/ChaseRiceMusic,http://www.twitter.com/chasericemusic,http://www.chaserice.com,Country,http://www.cmt.com/artists/chase-rice/biography
113, Danielle Bradbery ,http://www.facebook.com/pages/Danielle-Bradbery/173145822836649,https://twitter.com/Dbradbery,http://www.daniellebradbery.com,Country,http://www.cmt.com/artists/danielle-bradbery/biography
114, Dustin Lynch ,http://www.facebook.com/56789329333,http://www.twitter.com/dustinlynch,http://www.dustinlynchmusic.com,Country,http://www.cmt.com/artists/dustin-lynch/biography
115, Kacey Musgraves ,http://www.facebook.com/117664178308367,http://www.twitter.com/kaceymusgraves,http://kaceymusgraves.com,Country,http://www.cmt.com/artists/kacey-musgraves/biography
116, Alan Jackson ,http://www.facebook.com/214715745346,http://www.twitter.com/officialjackson,http://www.alanjackson.com/,Country,http://www.cmt.com/artists/alan-jackson/biography
117, Backstreet Boys ,http://www.facebook.com/5736008378,http://www.twitter.com/backstreetboys,http://backstreetboys.com/,Pop,http://www.mtv.com/artists/backstreet-boys/biography
118," Hank Williams, Jr. ",http://www.facebook.com/hankjr,,http://www.hankjr.com,Outlaw Country,http://www.cmt.com/artists/hank-williams-jr/biography
119, The Vamps ,http://www.facebook.com/thevampsofficial,http://www.twitter.com/thevampsband,http://www.thevamps.net/,Pop/Rock,http://www.mtv.com/artists/the-vamps/biography
120, Jaden Smith ,,,,,http://www.mtv.com/artists/jaden-smith/biography
121, JoJo ,http://www.facebook.com/328378178454,http://www.twitter.com/jojoistheway,,Rock,http://www.mtv.com/artists/jojo/biography
122, Kendrick Lamar ,http://www.facebook.com/241273033091,http://www.twitter.com/kendricklamar,http://www.topdawgmusic.com,Alternative Rap,http://www.mtv.com/artists/kendrick-lamar/biography
123, Becky G ,http://www.facebook.com/124246031006978,http://www.twitter.com/iambeckyg,http://www.iambeckyg.com/,Pop,http://www.mtv.com/artists/becky-g/biography
124, Josh Turner ,http://www.facebook.com/6812879574,http://www.twitter.com/joshturnermusic,http://www.joshturner.com,Country,http://www.cmt.com/artists/josh-turner/biography
125, Brad Paisley ,http://www.facebook.com/6791933097,http://www.twitter.com/bradpaisley,http://www.bradpaisley.com,Country,http://www.cmt.com/artists/brad-paisley/biography
126, Gwen Stefani ,http://www.facebook.com/gwenstefani,,http://www.gwenstefani.com,Pop,http://www.mtv.com/artists/gwen-stefani/biography
127, Mikel Knight ,,,http://www.mikelknight.com,Urban Cowboy,http://www.cmt.com/artists/mikel-knight/biography
128, Rachel Platten ,http://www.facebook.com/20355988,http://www.twitter.com/RachelPlatten,http://www.rachelplatten.com,Pop,http://www.mtv.com/artists/rachel-platten/biography
129, Reba McEntire ,http://www.facebook.com/14969940796,http://www.twitter.com/reba,http://www.reba.com,Contemporary Country,http://www.cmt.com/artists/reba-mcentire/biography
130, Darius Rucker ,http://www.facebook.com/6127267798,http://www.twitter.com/dariusrucker,http://www.dariusrucker.com,Country,http://www.cmt.com/artists/darius-rucker/biography
131, Florida Georgia Line ,http://www.facebook.com/116073551774748,http://www.twitter.com/flagaline,http://floridageorgialine.com,Contemporary Country,http://www.cmt.com/artists/florida-georgia-line/biography
132, Barbra Streisand ,http://www.facebook.com/45552760123,http://www.twitter.com/barbrastreisand,http://www.barbrastreisand.com/,Pop,http://www.mtv.com/artists/barbra-streisand/biography
133, Fall Out Boy ,http://www.facebook.com/7218745779,http://www.twitter.com/falloutboy,http://www.falloutboy.com,Alternative,http://www.mtv.com/artists/fall-out-boy/biography
134, Prince ,,,,R&B/Soul,http://www.mtv.com/artists/prince/biography
135, K. Michelle ,http://www.facebook.com/120589051291485,http://www.twitter.com/kmichelle,http://www.thekmichelle.com,R&B/Soul,http://www.mtv.com/artists/k-michelle/biography
136, Little Mix ,http://www.facebook.com/126963587405355,http://www.twitter.com/littlemix,,K-Pop,http://www.mtv.com/artists/little-mix/biography
137, BLACKBEAR ,http://www.facebook.com/iamblackbear,,http://listentoblackbear.com,R&B/Soul,http://www.mtv.com/artists/blackbear/biography
138, Calvin Harris ,http://www.facebook.com/19366141168,http://www.twitter.com/calvinharris,http://www.calvinharris.co.uk,Pop,http://www.mtv.com/artists/calvin-harris/biography
139, Jana Kramer ,http://www.facebook.com/138689379520797,http://www.twitter.com/kramergirl,http://www.janakramer.com,Country,http://www.cmt.com/artists/jana-kramer/biography
140, Kenny Rogers ,http://www.facebook.com/195145647182518,http://www.twitter.com/_kennyrogers,http://www.kennyrogers.com,Country,http://www.cmt.com/artists/kenny-rogers/biography
141, T.I. ,,,,Hip-Hop/Rap,http://www.mtv.com/artists/ti/biography
142, Troye Sivan ,,,,,http://www.mtv.com/artists/troye-sivan/biography
143, Brothers Osborne ,,,,Country,http://www.cmt.com/artists/brothers-osborne/biography
144, Rita Ora ,http://www.facebook.com/84441843600,http://www.twitter.com/ritaora,http://ritaora.com,Pop,http://www.mtv.com/artists/rita-ora/biography
145, TLC ,http://www.facebook.com/482451925128012,http://www.twitter.com/officialtlc,http://www.legacyrecordings.com/a/#/artist/tlc/1294/,R&B/Soul,http://www.mtv.com/artists/tlc/biography
146, Aaliyah ,http://www.facebook.com/264955503544740,http://www.twitter.com/aaliyahhaughton,http://www.aaliyah.com/aaliyah/default.html,R&B/Soul,http://www.mtv.com/artists/aaliyah/biography
147, Kirk Franklin ,http://www.facebook.com/75422347025,http://www.twitter.com/kirkfranklin,http://www.nunation.com/,R&B/Soul,http://www.mtv.com/artists/kirk-franklin/biography
148, Kid Rock ,http://www.facebook.com/21626405048,http://www.twitter.com/kidrock,http://www.kidrock.com/,Rock,http://www.cmt.com/artists/kid-rock/biography
149, Skrillex ,http://www.facebook.com/119702488081975,http://www.twitter.com/skrillex,http://fb.com/skrillex,Electronic,http://www.mtv.com/artists/skrillex/biography
150, Ed Roman ,http://www.facebook.com/251250674901750,http://www.twitter.com/specialedroman,http://edroman.net/home/,Folk-Rock,http://www.mtv.com/artists/ed-roman/biography
151, Don Williams ,http://www.facebook.com/127353167294217,,http://www.don-williams.com/,Country,http://www.cmt.com/artists/don-williams/biography
152, Lonestar ,http://www.facebook.com/8246786367,http://www.twitter.com/lonestarband,http://lonestarnow.com,Alternative Country,http://www.cmt.com/artists/lonestar/biography
153, Nelly ,http://www.facebook.com/6786218419,http://www.twitter.com/nelly_mo,http://www.nelly.net/,Hip-Hop/Rap,http://www.mtv.com/artists/nelly/biography
154, Willie Nelson ,http://www.facebook.com/12597103452,http://www.twitter.com/willienelson,http://www.willienelson.com,Country,http://www.cmt.com/artists/willie-nelson/biography
155, Zonke ,,,,,http://www.mtv.com/artists/zonke/biography
156, Charli XCX ,http://www.facebook.com/171755106168792,http://www.twitter.com/charli_xcx,http://www.charlixcxmusic.com/,Pop,http://www.mtv.com/artists/charli-xcx/biography
157, X Ambassadors ,http://www.facebook.com/154808995020,,http://www.xambassadors.com/,Alternative,http://www.mtv.com/artists/x-ambassadors/biography
158, Jessie J ,http://www.facebook.com/145300805513355,http://www.twitter.com/jessiejofficial,http://www.jessiejofficial.com/,Pop,http://www.mtv.com/artists/jessie-j/biography
159, Westlife ,http://www.facebook.com/9751385438,http://www.twitter.com/westlifemusic,http://www.westlife.com/global/frontpage?cmdr=ip2country.detected,Pop,http://www.mtv.com/artists/westlife/biography
160, Tinashe ,http://www.facebook.com/OfficialTinashe,http://www.twitter.com/tinashe,http://www.tinashenow.com,R&B/Soul,http://www.mtv.com/artists/tinashe/biography
161, DMX ,http://www.facebook.com/224574657618962,http://www.twitter.com/dmx,http://www.dmx-official.com,Hip-Hop/Rap,http://www.mtv.com/artists/dmx/biography
162, Meek Mill ,http://www.facebook.com/199361046769455,http://www.twitter.com/meekmill,http://www.meekmilldreamteam.com,Hip-Hop,http://www.mtv.com/artists/meek-mill/biography
163, Usher ,http://www.facebook.com/6564142497,http://www.twitter.com/usher,http://usherworld.com/,Pop,http://www.mtv.com/artists/usher/biography
164, BRANDY CLARK ,http://www.facebook.com/theBrandyClark,http://twitter.com/TheBrandyClark,,Alternative Country,http://www.cmt.com/artists/brandy-clark/biography
165, Dolly Parton ,http://www.facebook.com/20470969754,http://www.twitter.com/dollyparton,http://dollypartonentertainment.com,Country,http://www.cmt.com/artists/dolly-parton/biography
166, Foo Fighters ,http://www.facebook.com/25098475544,http://www.twitter.com/foofighters,http://www.foofighters.com,Rock,http://www.mtv.com/artists/foo-fighters/biography
167, Mark Wills ,http://www.facebook.com/7746416382,http://www.twitter.com/markwillsmusic,http://www.markwills.com/,Country,http://www.cmt.com/artists/mark-wills/biography
168, Prince Royce ,,,,,http://www.mtv.com/artists/prince-royce/biography
169, Pentatonix ,http://www.facebook.com/Pentatonix,http://twitter.com/ptxofficial,http://www.ptxofficial.com,Pop,http://www.mtv.com/artists/pentatonix/biography
170, Flo Rida ,http://www.facebook.com/53856904324,http://www.twitter.com/official_flo,http://officialflo.com,Rap,http://www.mtv.com/artists/flo-rida/biography
171, Whitney Houston ,http://www.facebook.com/89579399804,http://www.twitter.com/officialwhitney,http://www.whitneyhouston.com/,Pop,http://www.mtv.com/artists/whitney-houston/biography
172, Avril Lavigne ,http://www.facebook.com/5413509299,http://www.twitter.com/avrillavigne,http://www.avrillavigne.com/,Pop,http://www.mtv.com/artists/avril-lavigne/biography
173, Pharrell Williams ,http://www.facebook.com/213641182015617,http://www.twitter.com/pharrell,http://iamOTHER.com,Pop,http://www.mtv.com/artists/pharrell-williams/biography
174, Dwight Yoakam ,http://www.facebook.com/7178551770,http://www.twitter.com/dwightyoakam,http://www.dwightyoakam.com,Country,http://www.cmt.com/artists/dwight-yoakam/biography
175, Lee Brice ,http://www.facebook.com/9651654487,http://www.twitter.com/leebrice,http://www.leebrice.com/,Country,http://www.cmt.com/artists/lee-brice/biography
176, Barbara Mandrell ,,,http://www.barbara-mandrell.com/,Country,http://www.cmt.com/artists/barbara-mandrell/biography
177, Black Veil Brides ,http://www.facebook.com/29687767833,http://www.twitter.com/blackveilbrides,,Rock,http://www.mtv.com/artists/black-veil-brides/biography
178, Jamey Johnson ,http://www.facebook.com/31852080992,http://www.twitter.com/jameyjohnsonal,,Country,http://www.cmt.com/artists/jamey-johnson/biography
179, Jimmy Fortune ,,,,,http://www.cmt.com/artists/jimmy-fortune/biography
180, YonnieMcfly ,,http://www.twitter.com/yonniemcfly_d,http://www.YonnieMcfly.com,Hip-Hop/Rap,http://www.mtv.com/artists/yonniemcfly/biography
